Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
LEN,Lennar Corporation,114.36,-0.28773215,-0.33,Strong Buy,1704637,194942287.32,32592832524.023018,7.08681911,16.1514,12012,Consumer Durables
LEN.B,Lennar Corporation,100.23,-0.29841838,-0.3,Strong Buy,70701,7086361.23,32589339526.85616,6.21119167,16.1514,12012,Consumer Durables
PPG,"PPG Industries, Inc.",137.14,-1.11047015,-1.54,Sell,1303829,178807109.05999997,32284954863.085518,25.55292627,5.3927,52000,Process Industries
DVN,Devon Energy Corporation,49.17,-3.58823529,-1.83,Strong Sell,13773717,677253664.89,32157180000,5.36995577,9.1846,1800,Energy Minerals
ROK,"Rockwell Automation, Inc.",277.76,-1.18818926,-3.34,Sell,601985,167207353.6,31907771815.93454,24.42211144,11.429,26000,Electronic Technology
PEG,Public Service Enterprise Group Incorporated,63.71,0.34651126,0.22,Buy,2091536,133251758.56,31789068533.951015,13.73060345,4.668,12525,Utilities
TTD,"The Trade Desk, Inc.",64.12,-0.85047163,-0.55,Strong Buy,3475842,222870989.04000005,31451984684.82821,613.00191205,0.1087,2770,Technology Services
CMI,Cummins Inc.,221.04,-1.20675784,-2.7,Strong Sell,1330135,294013040.4,31290817246.950928,12.45815157,17.8553,73600,Producer Manufacturing
CTSH,Cognizant Technology Solutions Corporation,61.63,-0.01622323,-0.01,Buy,4752654,292906066.02000004,31275836661.26996,13.75915342,4.4857,355300,Technology Services
ALL,Allstate Corporation (The),118.42,1.98070961,2.3,Buy,1945247,230356149.74,31126922520.141235,,-8.8741,54500,Finance
FAST,Fastenal Company,54.46,0.2208318,0.12,Strong Buy,1804910,98295398.6,31098970249.5241,28.12144996,1.9425,22386,Distribution Services
CPNG,"Coupang, Inc.",17.39,-2.19347582,-0.39,Buy,15445083,268589993.37,30854096382.985943,,-0.053,63000,Retail Trade
ILMN,"Illumina, Inc.",194.26,-0.73582013,-1.44,Sell,910843,176940361.17999998,30712506706.76096,,-28.5805,11500,Health Technology
BF.B,Brown Forman Inc,63.8,-1.28423333,-0.83,Strong Sell,683106,43582162.8,30702761427.736343,42.16509153,1.5175,5200,Consumer Non-Durables
BF.A,Brown Forman Inc,64.54,-1.33007185,-0.87,Strong Sell,51349,3314064.46,30688504644.002144,42.65415372,1.5175,5200,Consumer Non-Durables
CRWD,"CrowdStrike Holdings, Inc.",129.94,-1.86541802,-2.47,Buy,3390239,440527655.66,30660024811.597916,,-0.7854,7273,Technology Services
VRSK,"Verisk Analytics, Inc.",211.4,0.60917571,1.28,Buy,700471,148079569.4,30608852249.006283,66.07901975,3.2202,7000,Technology Services
AMP,"Ameriprise Financial, Inc.",293.49,-0.06809902,-0.2,Sell,471248,138306575.52,30575432518.38074,14.90084382,20.0922,13500,Finance
MTD,"Mettler-Toledo International, Inc.",1376.2,-1.27123508,-17.72,Sell,106843,147037336.6,30304243197.00801,34.94685092,39.735,18000,Health Technology
CSGP,"CoStar Group, Inc.",74,-0.40376851,-0.3,Buy,1207790,89376460,30231903158.43876,80.89199825,0.9185,5653,Technology Services
HPQ,HP Inc.,30.29,0.33123551,0.1,Strong Buy,5547106,168021840.74,29839148371.59258,12.06917161,2.5356,58000,Electronic Technology
WEC,"WEC Energy Group, Inc.",94.42,-0.64190256,-0.61,Sell,1200232,113325905.44,29783328865.194572,22.10827011,4.2793,7022,Utilities
PRU,"Prudential Financial, Inc.",81.5,-1.29587017,-1.07,Sell,1856205,151280707.5,29747499890.43842,947.6744186,0.0989,39854,Finance
GFS,GlobalFoundries Inc.,54.23,-9.31438127,-5.57,Strong Sell,5369730,291200457.9,29704753535.736115,20.68899741,2.674,14000,Electronic Technology
DD,"DuPont de Nemours, Inc.",64.27,-0.77196233,-0.5,Sell,2032080,130601781.6,29501007221.561523,5.57241451,11.5595,23000,Process Industries
AWK,"American Water Works Company, Inc.",147.88,0.27802265,0.41,Sell,705775,104370007,28783898131.10626,32.49181553,4.5513,6500,Utilities
OKE,"ONEOK, Inc.",63.86,0.53526448,0.34,Sell,2096030,133852475.8,28573725339.777706,12.0436029,5.3131,2966,Industrial Services
BKR,Baker Hughes Company,28.19,0.28459623,0.08,Sell,5517826,155547514.94,28538490547.36713,,-0.1027,55000,Industrial Services
ZBH,"Zimmer Biomet Holdings, Inc.",136.05,-1.01135041,-1.39,Neutral,1017634,138449105.70000002,28375850354.733704,63.68189478,2.1463,18000,Health Technology
EIX,Edison International,73.63,0.32702003,0.24,Buy,1110614,81774508.82,28199040427.968792,33.75355276,2.1927,13388,Utilities
VEEV,Veeva Systems Inc.,175.23,-1.27887324,-2.27,Sell,629999,110394724.77,28002881611.466873,58.24690866,3.1352,6744,Technology Services
GPN,Global Payments Inc.,106.72,1.94879633,2.04,Buy,1696587,181059764.64,27955640838.823074,,-0.4666,25000,Commercial Services
FWONA,Liberty Media Corporation - Series A Liberty Formula One,64.54,-2.47809006,-1.64,Sell,112490,7260104.6,27833489376.33001,35.77010475,2.0754,,Consumer Services
FWONK,Liberty Media Corporation - Series C Liberty Formula One,72,-2.47866721,-1.83,Sell,1372393,98812296,27833324653.06786,39.90467217,2.0754,,Consumer Services
HAL,Halliburton Company,30.1,0.50083472,0.15,Sell,8923618,268600901.8,27156066738.237064,13.9590966,2.1639,45000,Industrial Services
WBA,"Walgreens Boots Alliance, Inc.",31.44,-0.69488313,-0.22,Sell,7951570,249997360.8,27126299078.114975,,-3.6393,325000,Retail Trade
WST,"West Pharmaceutical Services, Inc.",361.73,-1.45744797,-5.35,Neutral,353041,127705520.93,26855769010.90242,49.6077786,7.4182,10700,Health Technology
NDAQ,"Nasdaq, Inc.",54.56,-0.65549891,-0.36,Sell,1040357,56761877.92,26776238208.43991,23.66104341,2.3291,6377,Finance
ES,Eversource Energy (D/B/A),76.45,-0.39087948,-0.3,Strong Sell,1473347,112637378.15,26668960037.62541,18.33729102,4.1743,9626,Utilities
GLW,Corning Incorporated,31.16,-0.98506514,-0.31,Sell,3321386,103494387.76,26490065588.87067,29.30775019,1.0804,57500,Electronic Technology
TSCO,Tractor Supply Company,241.71,0.41960947,1.01,Buy,662295,160083324.45000002,26483765964.860867,24.87880191,9.7815,49000,Retail Trade
DASH,"DoorDash, Inc.",67.3,0.79376966,0.53,Strong Buy,6875351,462711122.2999999,26174582782.965405,,-3.5514,16800,Technology Services
ALNY,"Alnylam Pharmaceuticals, Inc.",207.83,-1.01447895,-2.13,Buy,594043,123459956.69000003,25880184114.206898,,-8.7033,2002,Health Technology
VMC,Vulcan Materials Company (Holding Company),193.11,0.14520562,0.28,Buy,560412,108221161.32,25695101454.04403,42.68190257,4.5438,11397,Non-Energy Minerals
CEG,Constellation Energy Corporation,78.95,0.30491678,0.24,Buy,3158354,249352048.3,25612285140.53551,,-0.518,13370,Utilities
ULTA,"Ulta Beauty, Inc.",509.09,-1.28749539,-6.64,Sell,538342,274064528.78,25553818035.734997,21.19062782,24.1731,53000,Retail Trade
KEYS,Keysight Technologies Inc.,143,-0.09082652,-0.13,Sell,548748,78470964,25473839674.93188,22.40396064,6.4447,15000,Electronic Technology
ANSS,"ANSYS, Inc.",293.65,-0.23103319,-0.68,Sell,434031,127453203.15,25448100979.300613,46.39680207,6.3598,5600,Technology Services
DDOG,"Datadog, Inc.",79.59,1.3368984,1.05,Buy,5420431,431412103.29,25432434691.590908,,-0.2647,4800,Technology Services
PWR,"Quanta Services, Inc.",171,1.25532923,2.12,Strong Buy,889289,152068419,24825022782.271435,50.42462845,3.4929,47300,Industrial Services
MLM,"Martin Marietta Materials, Inc.",398.69,0.58784943,2.33,Buy,283082,112861962.58,24706323065.938892,25.74252951,15.5248,9400,Non-Energy Minerals
DFS,Discover Financial Services,96.69,-0.15489467,-0.15,Sell,810319,78349744.11,24554040679.990395,6.51387457,14.8567,20200,Finance
EBAY,eBay Inc.,45.81,-0.8656135,-0.4,Buy,3785023,173391903.63,24485587112.117077,38.0988024,1.2171,11600,Retail Trade
EFX,"Equifax, Inc.",199.29,-0.66789613,-1.34,Sell,575128,114617259.11999997,24441675660.68963,41.8808448,4.7927,14000,Commercial Services
GPC,Genuine Parts Company,173.22,0.35339783,0.61,Buy,682269,118182636.18,24340119291.861534,19.82965863,8.7864,58000,Distribution Services
K,Kellogg Company,70.46,-0.9419373,-0.67,Buy,2896290,204072593.39999995,24150755391.006607,28.9768054,2.4555,30000,Consumer Non-Durables
FANG,"Diamondback Energy, Inc.",132.91,0.2413455,0.32,Sell,1420224,188761971.84,24069137199.275135,5.50110511,24.1744,972,Energy Minerals
IT,"Gartner, Inc.",304.43,0.08218818,0.25,Sell,333133,101415679.19,24062769360.92281,26.26955569,11.7077,19500,Technology Services
IR,Ingersoll Rand Inc.,58.97,0.05089922,0.03,Buy,2062953,121652338.41,23854514402.7394,36.43722195,1.6361,17000,Producer Manufacturing
MKC.V,"McCormick & Company, Incorporated",88.3349,0.30078347,0.2649,Buy,182,16076.9518,23749574974.454704,35.81241385,2.4832,14200,Consumer Non-Durables
MKC,"McCormick & Company, Incorporated",88.45,0.18122098,0.16,Buy,1125171,99521374.95,23721264544.020275,35.85907727,2.4832,14200,Consumer Non-Durables
TROW,"T. Rowe Price Group, Inc.",105.16,-1.1096483,-1.18,Sell,946371,99520374.36,23615989756.78503,17.25037319,6.1223,7868,Finance
CHD,"Church & Dwight Company, Inc.",95.94,-0.69350999,-0.67,Buy,1970512,189050921.28,23434653900.25401,57.54903725,1.6992,5250,Consumer Non-Durables
URI,"United Rentals, Inc.",340.67,-0.06453695,-0.22,Sell,631314,215069740.38,23414643715.162952,10.92559868,31.3021,24600,Finance
DTE,DTE Energy Company,113.32,0.28318584,0.32,Buy,859873,97440808.36,23356291896.52389,20.0929111,5.6575,10250,Utilities
AEE,Ameren Corporation,88.84,-0.33654925,-0.3,Sell,989220,87882304.8,23330224848.57438,21.30608917,4.1869,9244,Utilities
ALGN,"Align Technology, Inc.",302.74,-1.08798641,-3.33,Sell,585264,177182823.36,23164742759.024338,74.9041245,4.05,23165,Health Technology
STT,State Street Corporation,68.98,-0.13030259,-0.09,Sell,1776737,122559318.26,23057175377.624447,9.65849424,7.2338,42226,Finance
IFF,"International Flavors & Fragrances, Inc.",90.31,-7.03108915,-6.83,Strong Sell,4413139,398550583.09,23034623951.050034,,-7.2157,24600,Consumer Non-Durables
ALB,Albemarle Corporation,195.17,4.99784807,9.29,Buy,3323668,648680283.56,22900553798.873516,6.25926045,31.3638,7400,Process Industries
FTV,Fortive Corporation,64.53,-0.41666667,-0.27,Sell,1837128,118549869.84,22814577848.279167,30.2205779,2.1518,18000,Electronic Technology
CBRE,CBRE Group Inc,73.38,0.32813782,0.24,Sell,1780683,130666518.54,22808874416.79409,21.10136592,3.5287,115000,Finance
VRSN,"VeriSign, Inc.",217.97,-0.864147,-1.9,Neutral,390663,85152814.11,22689896225.84891,33.44534463,6.5204,917,Technology Services
ETR,Entergy Corporation,106.97,0.05612197,0.06,Sell,568103,60769977.91,22618449489.751198,19.86370051,5.4146,11707,Utilities
CDW,CDW Corporation,167.76,0.98115933,1.63,Sell,972514,163148948.64,22611814458.32541,21.02255639,8.0833,15100,Technology Services
FE,FirstEnergy Corp.,38.91,-0.46047583,-0.18,Strong Sell,3662809,142519898.19,22289082038.05372,54.35116636,0.7184,12335,Utilities
PODD,Insulet Corporation,319.72,0.23198947,0.74,Neutral,578567,184979441.24,22283151949.93655,114185.71428571,0.0072,2600,Health Technology
HUBS,"HubSpot, Inc.",447.73,0.636098,2.83,Buy,422456,189146224.88,22224729085.662376,,-2.9278,7433,Technology Services
RBLX,Roblox Corporation,36.19,-0.24807056,-0.09,Sell,12307807,445419535.33,22137167369.7205,,-1.5492,2128,Technology Services
CQP,"Cheniere Energy Partners, LP",45.71,1.57777778,0.71,Neutral,84576,3865968.96,22125153530.220222,6.58636043,6.9401,1551,Utilities
DAL,"Delta Air Lines, Inc.",34.2,0,0,Buy,5845652,199921298.4,21980908681,11.5755627,2.9711,95000,Transportation
HRL,Hormel Foods Corporation,40.16,-1.18110236,-0.48,Sell,2032132,81610421.11999999,21948763303.622044,22.5859063,1.7921,20000,Consumer Non-Durables
HIG,"Hartford Financial Services Group, Inc. (The)",70.45,0.01419648,0.01,Buy,1309915,92283511.75,21856036126.214508,12.1227243,5.8959,18800,Finance
BAX,Baxter International Inc.,43.08,-5.54702916,-2.53,Strong Sell,9329665,401921968.2,21792022498.795,,-4.8811,60000,Health Technology
ENPH,"Enphase Energy, Inc.",157.83,-3.34374426,-5.46,Strong Sell,3620854,571479386.82,21629608875.04979,46.4315133,3.6195,2821,Electronic Technology
